General.Time (millis),MAX17048.Voltage (V),MAX17048.State Of Charge (%),MAX17048.Change Rate (%/hr),ISM330.Accel X (milli-g),ISM330.Accel Y (milli-g),ISM330.Accel Z (milli-g),ISM330.Gyro X (milli-dps),ISM330.Gyro Y (milli-dps),ISM330.Gyro Z (milli-dps),ISM330.Temperature (C),MMC5983.X Field (Gauss),MMC5983.Y Field (Gauss),MMC5983.Z Field (Gauss),MMC5983.Temperature (C)
126037,4.294,113.953,-2.288,8.784,-0.488,1014.918,437.500,-770.000,-332.500,24.727,-0.04773,0.33289,0.39258,28
126066,4.294,113.953,-2.288,8.296,-0.488,1014.796,420.000,227.500,-122.500,24.734,-0.04749,0.33331,0.39178,28
126090,4.294,113.953,-2.288,8.418,-0.488,1014.796,420.000,-35.000,-227.500,24.750,-0.04785,0.33295,0.39288,28
126124,4.294,113.953,-2.288,8.784,-0.732,1014.796,805.000,-822.500,-1137.500,24.727,-0.04736,0.33270,0.39221,28
126148,4.294,113.953,-2.288,8.296,-0.488,1014.796,507.500,-315.000,-332.500,24.742,-0.04773,0.33270,0.39264,28
126177,4.294,113.953,-2.288,8.296,-0.366,1014.796,735.000,-630.000,-122.500,24.719,-0.04773,0.33276,0.39185,28
126201,4.294,113.953,-2.288,8.052,-0.366,1014.796,700.000,-332.500,-210.000,24.750,-0.04803,0.33246,0.39307,28
126230,4.294,113.953,-2.288,7.808,-0.122,1014.796,665.000,105.000,-175.000,24.734,-0.04797,0.33258,0.39233,28
126254,4.294,113.953,-2.288,8.052,0.000,1014.674,700.000,-437.500,-297.500,24.742,-0.04749,0.33246,0.39276,28
126288,4.294,113.953,-2.288,7.930,0.000,1014.674,280.000,-437.500,-385.000,24.727,-0.04761,0.33240,0.39240,28
126312,4.294,113.953,-2.288,7.808,0.000,1014.552,245.000,-175.000,-70.000,24.727,-0.04761,0.33228,0.39282,28
126341,4.294,113.953,-2.288,7.930,0.244,1014.796,472.500,-332.500,-17.500,24.750,-0.04773,0.33246,0.39203,28
126365,4.294,113.953,-2.288,7.808,0.244,1014.918,892.500,-455.000,-35.000,24.742,-0.04755,0.33215,0.39252,28
126399,4.294,113.953,-2.288,7.686,0.244,1014.796,962.500,-280.000,-105.000,24.742,-0.04736,0.33209,0.39246,28
126423,4.294,113.953,-2.288,7.808,0.488,1014.918,1470.000,-595.000,-35.000,24.742,-0.04730,0.33209,0.39288,28
126452,4.294,113.953,-2.288,7.564,0.610,1014.918,1382.500,-472.500,17.500,24.742,-0.04724,0.33191,0.39294,28
126476,4.294,113.953,-2.288,7.320,0.976,1015.040,1767.500,-245.000,105.000,24.727,-0.04730,0.33136,0.39362,28
126510,4.294,113.953,-2.288,7.076,1.586,1015.284,3482.500,157.500,315.000,24.750,-0.04681,0.33038,0.39331,28
126534,4.294,113.953,-2.288,7.076,1.830,1014.796,2012.500,437.500,-52.500,24.758,-0.04663,0.33020,0.39392,28
126563,4.294,113.953,-2.288,7.320,2.196,1014.552,1295.000,210.000,-315.000,24.734,-0.04669,0.33057,0.39337,28
126587,4.294,113.953,-2.288,7.442,2.928,1014.552,805.000,-525.000,-560.000,24.727,-0.04681,0.33093,0.39410,28
126616,4.294,113.953,-2.288,7.564,3.416,1014.430,892.500,-752.500,-1837.500,24.734,-0.04651,0.33044,0.39355,28
126640,4.294,113.953,-2.288,7.198,3.782,1014.430,122.500,-647.500,-910.000,24.766,-0.04681,0.33020,0.39368,28
126674,4.294,113.953,-2.288,7.930,3.904,1014.674,1592.500,-1260.000,-4060.000,24.695,-0.04742,0.33014,0.39362,28
126698,4.294,113.953,-2.288,6.832,4.392,1014.552,700.000,-455.000,-805.000,24.742,-0.04706,0.33008,0.39392,28
126727,4.294,113.953,-2.288,6.710,4.636,1014.552,752.500,0.000,-157.500,24.750,-0.04724,0.33038,0.39319,28
126751,4.294,113.953,-2.288,6.832,4.758,1014.552,822.500,17.500,-245.000,24.727,-0.04730,0.33026,0.39374,28
126787,4.294,113.953,-2.288,7.076,5.124,1014.796,945.000,-840.000,17.500,24.758,-0.04742,0.32990,0.39417,28
126811,4.294,113.953,-2.288,6.954,5.368,1014.552,717.500,-910.000,-577.500,24.750,-0.04669,0.32983,0.39435,28
126840,4.294,113.953,-2.288,6.710,5.612,1014.308,227.500,-420.000,-367.500,24.727,-0.04694,0.32959,0.39307,28
126864,4.294,113.953,-2.288,7.076,5.856,1014.308,192.500,-910.000,-560.000,24.742,-0.04761,0.33002,0.39417,28
126898,4.294,113.953,-2.288,7.076,5.856,1014.308,0.000,-1155.000,-560.000,24.734,-0.04761,0.32977,0.39331,28
126922,4.294,113.953,-2.288,6.832,5.978,1014.064,-315.000,-350.000,-560.000,24.734,-0.04749,0.32983,0.39380,28
126951,4.294,113.953,-2.288,6.710,6.222,1014.308,52.500,-35.000,-227.500,24.734,-0.04730,0.33008,0.39307,28
126975,4.291,113.953,-2.288,6.832,6.100,1014.064,-350.000,-17.500,-280.000,24.719,-0.04749,0.33020,0.39368,28
127004,4.291,113.953,-2.288,6.466,6.466,1013.942,-682.500,-227.500,-472.500,24.742,-0.04718,0.33044,0.39325,28
127028,4.291,113.953,-2.288,7.198,6.100,1013.942,-1575.000,-875.000,-787.500,24.742,-0.04749,0.33105,0.39380,28
127062,4.291,113.953,-2.288,8.662,5.368,1014.430,-1575.000,-1085.000,-1977.500,24.766,-0.04736,0.33124,0.39301,28
127086,4.291,113.953,-2.288,6.466,4.880,1013.820,-1627.500,87.500,-717.500,24.758,-0.04736,0.33234,0.39349,28
127115,4.291,113.953,-2.288,6.222,4.636,1013.332,-3727.500,315.000,227.500,24.758,-0.04736,0.33270,0.39160,28
127139,4.291,113.953,-2.288,6.588,3.904,1014.186,-2047.500,87.500,-350.000,24.766,-0.04767,0.33295,0.39264,28
127173,4.291,113.953,-2.288,6.954,2.562,1014.552,-1365.000,-857.500,-1050.000,24.758,-0.04773,0.33307,0.39136,28
127197,4.291,113.953,-2.288,7.076,2.196,1014.796,-1347.500,-1417.500,-1032.500,24.750,-0.04816,0.33344,0.39264,28
127226,4.293,113.953,-2.288,7.930,0.854,1015.040,-507.500,-2187.500,-3202.500,24.758,-0.04840,0.33368,0.39148,28
127250,4.293,113.953,-2.288,6.466,0.854,1014.552,-735.000,-385.000,-647.500,24.750,-0.04846,0.33392,0.39178,28
127284,4.293,113.953,-2.288,6.588,0.122,1014.552,-560.000,122.500,-367.500,24.742,-0.04803,0.33398,0.39069,28
127308,4.293,113.953,-2.288,6.710,-0.732,1014.796,297.500,-192.500,-367.500,24.758,-0.04871,0.33441,0.39166,28
127337,4.293,113.953,-2.288,6.954,-1.464,1014.796,262.500,-787.500,-490.000,24.773,-0.04773,0.33478,0.39093,28
127361,4.293,113.953,-2.288,6.710,-1.708,1014.796,402.500,-210.000,-332.500,24.742,-0.04797,0.33435,0.39172,28
127395,4.293,113.953,-2.288,7.320,-2.196,1014.796,875.000,17.500,-3115.000,24.727,-0.04761,0.33386,0.39130,28
127419,4.293,113.953,-2.288,6.344,-2.928,1014.430,490.000,262.500,-297.500,24.758,-0.04742,0.33331,0.39203,28
127448,4.293,113.953,-2.288,6.832,-3.172,1014.430,-630.000,-840.000,-525.000,24.773,-0.04773,0.33380,0.39124,28
127472,4.293,113.953,-2.288,6.710,-3.294,1014.308,-1190.000,-1172.500,-735.000,24.742,-0.04779,0.33398,0.39142,28
127501,4.293,113.953,-2.288,6.222,-3.416,1014.552,-315.000,-245.000,-402.500,24.758,-0.04773,0.33417,0.39166,28
127525,4.293,113.953,-2.288,5.978,-3.538,1014.674,682.500,332.500,-70.000,24.750,-0.04779,0.33441,0.39148,28
127559,4.293,113.953,-2.288,6.466,-3.904,1014.552,-245.000,-420.000,-402.500,24.742,-0.04779,0.33502,0.39105,28
127583,4.293,113.953,-2.288,6.588,-4.392,1014.552,-332.500,-892.500,-717.500,24.750,-0.04810,0.33490,0.39148,28
127612,4.293,113.953,-2.288,6.466,-4.514,1014.552,-595.000,-840.000,-577.500,24.734,-0.04810,0.33496,0.39087,28
127636,4.293,113.953,-2.288,6.100,-4.880,1014.552,87.500,-420.000,-350.000,24.703,-0.04810,0.33459,0.39227,28
127672,4.293,113.953,-2.288,6.344,-5.124,1014.674,507.500,-332.500,-157.500,24.750,-0.04767,0.33447,0.39130,28
127696,4.293,113.953,-2.288,6.466,-5.246,1014.674,647.500,-472.500,-192.500,24.719,-0.04810,0.33490,0.39178,28
127725,4.293,113.953,-2.288,6.588,-5.368,1014.674,542.500,-770.000,-280.000,24.711,-0.04840,0.33447,0.39130,28
127749,4.293,113.953,-2.288,6.466,-5.368,1014.674,402.500,-595.000,-280.000,24.727,-0.04816,0.33466,0.39166,28
127783,4.293,113.953,-2.288,6.344,-5.612,1014.796,805.000,-577.500,-105.000,24.758,-0.04797,0.33453,0.39093,28
127807,4.293,113.953,-2.288,6.588,-5.612,1014.796,612.500,-1015.000,-175.000,24.758,-0.04822,0.33484,0.39185,28
127836,4.293,113.953,-2.288,6.100,-5.612,1014.674,1330.000,-297.500,-70.000,24.750,-0.04816,0.33466,0.39148,28
127860,4.293,113.953,-2.288,5.856,-5.490,1015.040,2940.000,297.500,1312.500,24.758,-0.04785,0.33411,0.39197,28
127889,4.293,113.953,-2.288,6.344,-5.124,1014.430,892.500,-280.000,-122.500,24.750,-0.04767,0.33459,0.39215,28
127913,4.293,113.953,-2.288,6.344,-4.880,1014.552,962.500,-280.000,-157.500,24.750,-0.04761,0.33398,0.39227,28
127947,4.293,113.953,-2.288,6.588,-4.636,1014.674,280.000,-1050.000,-367.500,24.727,-0.04736,0.33447,0.39130,28
127971,4.295,113.953,-2.288,6.344,-4.514,1014.552,367.500,-822.500,-280.000,24.734,-0.04785,0.33362,0.39172,28
128000,4.295,113.953,-2.288,6.344,-4.392,1014.674,665.000,-332.500,-210.000,24.766,-0.04742,0.33405,0.39136,28
128024,4.295,113.953,-2.288,6.466,-4.392,1014.674,490.000,-350.000,-367.500,24.734,-0.04761,0.33398,0.39215,28
128058,4.295,113.953,-2.288,6.344,-4.270,1014.796,437.500,-350.000,-297.500,24.750,-0.04779,0.33356,0.39093,28
128082,4.295,113.953,-2.288,6.344,-4.026,1014.674,-52.500,-455.000,-402.500,24.742,-0.04779,0.33405,0.39178,28
128111,4.295,113.953,-2.288,6.588,-3.904,1014.796,192.500,-735.000,-280.000,24.758,-0.04803,0.33386,0.39099,28
128135,4.295,113.953,-2.288,6.466,-3.904,1014.796,682.500,-682.500,-262.500,24.750,-0.04773,0.33411,0.39185,28
128169,4.295,113.953,-2.288,6.466,-3.904,1014.552,455.000,-245.000,-420.000,24.758,-0.04773,0.33350,0.39130,28
128193,4.295,113.953,-2.288,6.466,-4.026,1014.552,157.500,-157.500,-490.000,24.750,-0.04773,0.33441,0.39166,28
128222,4.294,113.953,-2.288,6.588,-3.904,1014.796,140.000,-542.500,-472.500,24.734,-0.04803,0.33453,0.39093,28
128246,4.294,113.953,-2.288,6.588,-3.660,1014.796,262.500,-787.500,-402.500,24.758,-0.04791,0.33423,0.39130,28
128280,4.294,113.953,-2.288,6.222,-3.538,1014.796,-17.500,-227.500,-402.500,24.734,-0.04852,0.33374,0.39130,28
128304,4.294,113.953,-2.288,6.100,-3.660,1014.796,437.500,437.500,-227.500,24.750,-0.04810,0.33344,0.39178,28
128333,4.294,113.953,-2.288,6.832,-3.904,1015.040,770.000,-542.500,-175.000,24.773,-0.04816,0.33386,0.39087,28
128357,4.294,113.953,-2.288,7.076,-3.782,1015.040,525.000,-1277.500,-385.000,24.742,-0.04773,0.33411,0.39142,28
128386,4.294,113.953,-2.288,6.710,-3.660,1014.918,210.000,-612.500,-402.500,24.742,-0.04767,0.33392,0.39050,28
128410,4.294,113.953,-2.288,6.100,-3.538,1014.674,297.500,437.500,-157.500,24.773,-0.04767,0.33423,0.39099,28
128444,4.294,113.953,-2.288,6.466,-3.538,1014.918,227.500,-157.500,-297.500,24.773,-0.04761,0.33356,0.38995,28
128468,4.294,113.953,-2.288,6.710,-3.660,1015.040,402.500,-770.000,-420.000,24.766,-0.04724,0.33331,0.39062,28
128497,4.294,113.953,-2.288,6.466,-3.660,1014.918,385.000,-455.000,-402.500,24.742,-0.04669,0.33313,0.38873,28
128521,4.294,113.953,-2.288,6.344,-3.660,1015.040,367.500,-350.000,-280.000,24.781,-0.04669,0.33264,0.38885,28
128555,4.294,113.953,-2.288,6.344,-3.660,1015.162,875.000,-402.500,-297.500,24.754,-0.04639,0.33154,0.38788,28
128579,4.294,113.953,-2.288,6.344,-3.660,1015.040,787.500,-630.000,-420.000,24.734,-0.04675,0.33087,0.38849,28
128610,4.294,113.953,-2.288,6.344,-3.538,1015.040,647.500,-577.500,-385.000,24.758,-0.04565,0.33038,0.38806,28
128634,4.294,113.953,-2.288,6.222,-3.416,1015.040,542.500,-612.500,-350.000,24.750,-0.04565,0.32916,0.38818,28
128668,4.294,113.953,-2.288,5.978,-3.172,1014.796,420.000,-122.500,-402.500,24.766,-0.04547,0.32788,0.38739,28
128692,4.294,113.953,-2.288,5.856,-3.172,1014.796,525.000,17.500,-280.000,24.758,-0.04468,0.32715,0.38770,28
128721,4.295,113.953,-2.288,6.100,-3.172,1014.796,647.500,-560.000,-280.000,24.750,-0.04413,0.32660,0.38708,28
128745,4.295,113.953,-2.288,6.100,-3.294,1014.796,472.500,-700.000,-350.000,24.766,-0.04431,0.32581,0.38782,28
128774,4.295,113.953,-2.288,5.856,-3.050,1014.674,595.000,-385.000,-350.000,24.742,-0.04443,0.32532,0.38800,28
128798,4.295,113.953,-2.288,5.612,-2.928,1014.552,805.000,192.500,-87.500,24.773,-0.04425,0.32410,0.38855,28
128834,4.295,113.953,-2.288,5.856,-2.928,1014.552,647.500,-262.500,-245.000,24.793,-0.04425,0.32385,0.38953,28
128858,4.295,113.953,-2.288,5.978,-2.928,1014.552,735.000,-910.000,-385.000,24.750,-0.04431,0.32361,0.38953,28
128887,4.295,113.953,-2.288,5.734,-2.806,1014.308,437.500,-560.000,-367.500,24.758,-0.04437,0.32410,0.38910,28
128911,4.295,113.953,-2.288,5.490,-2.684,1014.064,350.000,-105.000,-280.000,24.750,-0.04474,0.32318,0.39001,28
128945,4.295,113.953,-2.288,5.612,-2.562,1014.064,612.500,-87.500,-210.000,24.789,-0.04486,0.32355,0.39001,28
128969,4.293,113.953,-2.288,5.734,-2.684,1014.064,402.500,-560.000,-577.500,24.773,-0.04504,0.32367,0.39099,28
128998,4.293,113.953,-2.288,5.612,-2.440,1014.064,402.500,-595.000,-525.000,24.781,-0.04529,0.32373,0.39020,28
129022,4.293,113.953,-2.288,5.368,-2.196,1014.064,245.000,-525.000,-437.500,24.750,-0.04565,0.32367,0.39087,28
129056,4.293,113.953,-2.288,5.124,-1.952,1014.064,402.500,-210.000,-315.000,24.766,-0.04553,0.32452,0.39044,28
129080,4.293,113.953,-2.288,5.246,-2.074,1014.186,840.000,-105.000,-70.000,24.750,-0.04553,0.32440,0.39117,28
129109,4.293,113.953,-2.288,5.368,-2.074,1014.308,560.000,-717.500,-367.500,24.758,-0.04620,0.32458,0.39081,28
129133,4.293,113.953,-2.288,5.490,-2.074,1014.308,0.000,-770.000,-612.500,24.758,-0.04626,0.32483,0.39136,28
129167,4.293,113.953,-2.288,5.124,-2.074,1014.064,175.000,-105.000,-420.000,24.766,-0.04675,0.32483,0.39050,28
129191,4.293,113.953,-2.288,5.002,-1.952,1014.186,87.500,70.000,-262.500,24.727,-0.04657,0.32501,0.39215,28
129220,4.294,113.953,-2.288,5.124,-2.074,1014.186,122.500,-175.000,-280.000,24.742,-0.04651,0.32574,0.39142,28
129244,4.294,113.953,-2.288,5.368,-1.952,1014.308,315.000,-490.000,-280.000,24.766,-0.04687,0.32544,0.39178,28
129273,4.294,113.953,-2.288,5.124,-1.952,1014.308,420.000,-595.000,-192.500,24.758,-0.04706,0.32538,0.39099,28
129297,4.294,113.953,-2.288,5.002,-1.952,1014.064,0.000,-507.500,-297.500,24.750,-0.04700,0.32507,0.39209,28
129331,4.294,113.953,-2.288,5.368,-1.708,1014.796,1855.000,175.000,-2100.000,24.742,-0.04724,0.32513,0.39172,28
129355,4.294,113.953,-2.288,5.368,-2.074,1014.674,1312.500,-945.000,-700.000,24.789,-0.04712,0.32532,0.39264,28
129384,4.294,113.953,-2.288,5.002,-2.196,1014.186,700.000,-665.000,-350.000,24.773,-0.04779,0.32501,0.39197,28
129408,4.294,113.953,-2.288,5.002,-2.196,1014.064,227.500,-455.000,-595.000,24.766,-0.04773,0.32532,0.39276,28
129442,4.294,113.953,-2.288,4.880,-1.952,1013.942,227.500,-402.500,-437.500,24.773,-0.04761,0.32538,0.39227,28
129466,4.293,113.953,-2.288,5.002,-1.952,1013.820,-35.000,-245.000,-507.500,24.734,-0.04791,0.32520,0.39319,28
129495,4.293,113.953,-2.288,5.124,-1.708,1013.942,105.000,-542.500,-507.500,24.758,-0.04785,0.32495,0.39246,28
129519,4.293,113.953,-2.288,5.124,-1.464,1014.186,350.000,-857.500,-262.500,24.781,-0.04816,0.32550,0.39313,28
129555,4.293,113.953,-2.288,5.368,-1.708,1014.186,-17.500,-437.500,-455.000,24.758,-0.04858,0.32513,0.39282,28
129579,4.293,113.953,-2.288,5.002,-1.708,1014.064,17.500,52.500,-350.000,24.750,-0.04803,0.32574,0.39301,28
129608,4.293,113.953,-2.288,5.246,-1.708,1014.064,455.000,-402.500,-315.000,24.773,-0.04822,0.32550,0.39258,28
129632,4.293,113.953,-2.288,5.246,-1.708,1014.308,595.000,-577.500,-315.000,24.773,-0.04797,0.32611,0.39313,28
129661,4.293,113.953,-2.288,5.124,-1.708,1014.186,332.500,-507.500,-385.000,24.773,-0.04797,0.32611,0.39227,28
129685,4.293,113.953,-2.288,5.124,-1.708,1014.308,385.000,-385.000,-245.000,24.766,-0.04865,0.32599,0.39301,28
129719,4.293,113.953,-2.288,5.246,-1.708,1014.308,525.000,-490.000,-227.500,24.766,-0.04822,0.32605,0.39191,28
129743,4.293,113.953,-2.288,5.246,-1.586,1014.308,577.500,-560.000,-175.000,24.750,-0.04797,0.32611,0.39282,28
129772,4.293,113.953,-2.288,5.246,-1.586,1014.430,665.000,-437.500,-245.000,24.734,-0.04810,0.32599,0.39215,28
129796,4.293,113.953,-2.288,5.368,-1.464,1014.308,787.500,-630.000,-210.000,24.781,-0.04797,0.32629,0.39294,28
129830,4.293,113.953,-2.288,5.368,-1.342,1014.308,437.500,-542.500,-385.000,24.793,-0.04785,0.32642,0.39233,28
129854,4.293,113.953,-2.288,5.246,-1.342,1014.308,332.500,-507.500,-437.500,24.781,-0.04828,0.32605,0.39264,28
129883,4.293,113.953,-2.288,5.124,-1.220,1014.308,437.500,-122.500,-402.500,24.773,-0.04803,0.32593,0.39178,28
129907,4.293,113.953,-2.288,5.246,-1.220,1014.430,700.000,-280.000,-315.000,24.758,-0.04779,0.32666,0.39294,28
129941,4.293,113.953,-2.288,5.368,-0.976,1014.552,437.500,-717.500,-315.000,24.828,-0.04785,0.32629,0.39191,28
129965,4.293,113.953,-2.288,5.246,-0.976,1014.552,332.500,-612.500,-280.000,24.793,-0.04791,0.32648,0.39282,28
129994,4.293,113.953,-2.288,5.124,-0.854,1014.552,472.500,-472.500,-227.500,24.832,-0.04797,0.32593,0.39191,28
130018,4.293,113.953,-2.288,5.246,-0.976,1014.552,315.000,-437.500,-350.000,24.777,-0.04773,0.32593,0.39252,28
130052,4.293,113.953,-2.288,5.368,-0.976,1014.552,350.000,-630.000,-367.500,24.766,-0.04773,0.32642,0.39178,28
130076,4.293,113.953,-2.288,5.368,-0.976,1014.674,157.500,-630.000,-402.500,24.781,-0.04828,0.32568,0.39209,28
130105,4.293,113.953,-2.288,5.124,-0.854,1014.552,210.000,-367.500,-297.500,24.766,-0.04785,0.32654,0.39166,28
130129,4.293,113.953,-2.288,5.124,-0.854,1014.674,700.000,-262.500,-140.000,24.828,-0.04767,0.32635,0.39172,28
130158,4.293,113.953,-2.288,5.368,-0.854,1014.674,840.000,-595.000,-210.000,24.770,-0.04822,0.32623,0.39142,28
130182,4.293,113.953,-2.288,5.368,-0.976,1014.552,665.000,-752.500,-280.000,24.789,-0.04773,0.32581,0.39264,28
130216,4.294,113.953,-2.288,5.246,-0.854,1014.308,437.500,-350.000,-262.500,24.793,-0.04773,0.32617,0.39166,28
130240,4.294,113.953,-2.288,5.246,-0.854,1014.064,87.500,-367.500,-350.000,24.793,-0.04779,0.32556,0.39191,28
130269,4.294,113.953,-2.288,5.246,-0.976,1014.064,70.000,-367.500,-350.000,24.824,-0.04761,0.32587,0.39160,28
130293,4.294,113.953,-2.288,5.246,-0.976,1014.308,280.000,-315.000,-350.000,24.770,-0.04791,0.32562,0.39258,28
130327,4.294,113.953,-2.288,5.490,-0.976,1014.308,752.500,-560.000,-245.000,24.766,-0.04810,0.32544,0.39148,28
130351,4.294,113.953,-2.288,5.612,-0.976,1014.308,455.000,-1032.500,-245.000,24.773,-0.04785,0.32574,0.39215,28
130380,4.294,113.953,-2.288,5.856,-0.732,1014.552,140.000,-1575.000,-577.500,24.781,-0.04852,0.32532,0.39136,28
130404,4.294,113.953,-2.288,5.368,-0.732,1014.308,140.000,-647.500,-367.500,24.781,-0.04840,0.32568,0.39178,28
130440,4.294,113.953,-2.288,5.612,-0.976,1014.064,-455.000,52.500,-980.000,24.789,-0.04871,0.32581,0.39124,28
130464,4.293,113.953,-2.288,5.978,-1.098,1014.064,-980.000,-857.500,-1242.500,24.789,-0.04834,0.32581,0.39191,28
130493,4.293,113.953,-2.288,5.856,-1.098,1014.064,-1977.500,-1400.000,-507.500,24.766,-0.04822,0.32599,0.39032,28
130517,4.293,113.953,-2.288,5.612,-1.098,1014.674,0.000,-875.000,70.000,24.789,-0.04883,0.32623,0.39160,28
130546,4.293,113.953,-2.288,5.856,-1.586,1014.796,542.500,-770.000,-70.000,24.766,-0.04913,0.32648,0.39075,28
130570,4.293,113.953,-2.288,5.856,-1.952,1014.674,770.000,-560.000,-210.000,24.793,-0.04883,0.32629,0.39136,28
130605,4.293,113.953,-2.288,6.100,-2.074,1014.552,875.000,-507.500,-140.000,24.828,-0.04871,0.32617,0.39050,28
130629,4.293,113.953,-2.288,6.100,-2.196,1014.430,717.500,-682.500,-140.000,24.824,-0.04858,0.32660,0.39160,28
130658,4.293,113.953,-2.288,6.100,-2.196,1014.308,787.500,-455.000,-157.500,24.801,-0.04840,0.32660,0.39044,28
130682,4.293,113.953,-2.288,6.344,-2.196,1014.308,350.000,-490.000,-315.000,24.797,-0.04865,0.32623,0.39117,28
130716,4.293,113.953,-2.288,6.344,-2.196,1014.308,332.500,-560.000,-402.500,24.773,-0.04822,0.32654,0.39038,28
130740,4.293,113.953,-2.288,6.466,-2.196,1014.430,245.000,-507.500,-402.500,24.820,-0.04913,0.32611,0.39087,28
130769,4.293,113.953,-2.288,6.344,-2.196,1014.552,700.000,-332.500,-245.000,24.813,-0.04877,0.32629,0.39062,28
130793,4.293,113.953,-2.288,6.344,-2.196,1014.552,647.500,-122.500,-350.000,24.793,-0.04846,0.32660,0.39075,28
130827,4.293,113.953,-2.288,6.588,-2.074,1014.430,402.500,-542.500,-245.000,24.813,-0.04810,0.32648,0.39087,28
130851,4.293,113.953,-2.288,6.588,-2.196,1014.430,560.000,-910.000,-157.500,24.777,-0.04822,0.32642,0.39136,28
130880,4.293,113.953,-2.288,6.466,-2.074,1014.430,630.000,-682.500,-140.000,24.836,-0.04846,0.32690,0.39038,28
130904,4.293,113.953,-2.288,6.344,-2.196,1014.308,542.500,-402.500,-262.500,24.824,-0.04810,0.32617,0.39093,28
130938,4.293,113.953,-2.288,6.466,-2.196,1014.308,525.000,-227.500,-297.500,24.793,-0.04803,0.32672,0.39014,28
130962,4.294,113.953,-2.288,6.710,-2.196,1014.308,542.500,-472.500,-385.000,24.789,-0.04846,0.32611,0.39075,28
130991,4.294,113.953,-2.288,6.710,-1.952,1014.308,437.500,-700.000,-280.000,24.789,-0.04816,0.32605,0.39038,28
131015,4.294,113.953,-2.288,6.710,-1.952,1014.308,350.000,-577.500,-297.500,24.770,-0.04846,0.32660,0.39130,28
131044,4.294,113.953,-2.288,6.588,-1.952,1014.308,577.500,-315.000,-280.000,24.801,-0.04858,0.32642,0.39008,28
131068,4.294,113.953,-2.288,6.588,-1.952,1014.064,595.000,-175.000,-192.500,24.793,-0.04822,0.32635,0.39130,28
131102,4.294,113.953,-2.288,6.588,-1.830,1014.186,367.500,-525.000,-262.500,24.781,-0.04822,0.32642,0.38983,28
131126,4.294,113.953,-2.288,6.588,-1.708,1014.186,315.000,-630.000,-367.500,24.797,-0.04852,0.32642,0.39093,28
131155,4.294,113.953,-2.288,6.588,-1.708,1014.064,315.000,-665.000,-332.500,24.762,-0.04834,0.32605,0.38983,28
131179,4.294,113.953,-2.288,6.588,-1.708,1014.064,472.500,-612.500,-402.500,24.836,-0.04858,0.32635,0.39075,28
131213,4.291,113.953,-2.288,6.588,-1.708,1014.064,560.000,-542.500,-350.000,24.785,-0.04822,0.32617,0.39038,28
131237,4.291,113.953,-2.288,6.588,-1.586,1013.942,297.500,-332.500,-490.000,24.777,-0.04822,0.32599,0.39075,28
131266,4.291,113.953,-2.288,6.588,-1.952,1014.064,210.000,-367.500,-315.000,24.793,-0.04846,0.32648,0.39014,28
131290,4.291,113.953,-2.288,6.588,-1.586,1014.186,420.000,-350.000,-157.500,24.813,-0.04858,0.32617,0.39093,28
131324,4.291,113.953,-2.288,6.588,-1.464,1014.186,805.000,-752.500,-192.500,24.816,-0.04889,0.32605,0.39050,28
131348,4.291,113.953,-2.288,6.344,-1.464,1014.064,910.000,-262.500,-262.500,24.785,-0.04865,0.32593,0.39081,28
131378,4.291,113.953,-2.288,6.832,-1.342,1013.820,210.000,-385.000,-385.000,24.801,-0.04828,0.32611,0.39044,28
131402,4.291,113.953,-2.288,6.832,-1.220,1014.064,105.000,-787.500,-297.500,24.770,-0.04865,0.32611,0.39087,28
131431,4.291,113.953,-2.288,6.588,-1.220,1014.186,472.500,-770.000,-350.000,24.789,-0.04865,0.32568,0.39050,28
131455,4.291,113.953,-2.288,6.588,-1.464,1014.064,175.000,-437.500,-595.000,24.809,-0.04889,0.32587,0.39099,28
131489,4.291,113.953,-2.288,6.832,-1.220,1013.942,-210.000,-647.500,-875.000,24.781,-0.04907,0.32642,0.39050,28
131513,4.291,113.953,-2.288,7.076,-1.220,1013.942,-297.500,-980.000,-927.500,24.773,-0.04840,0.32648,0.39117,28
131542,4.291,113.953,-2.288,6.832,-0.976,1014.064,280.000,-1085.000,-525.000,24.766,-0.04907,0.32629,0.39038,28
131566,4.291,113.953,-2.288,6.832,-0.976,1014.186,787.500,-875.000,-122.500,24.758,-0.04858,0.32593,0.39105,28
131600,4.291,113.953,-2.288,6.832,-1.342,1014.064,525.000,-315.000,-175.000,24.781,-0.04895,0.32642,0.39050,28
131624,4.291,113.953,-2.288,6.832,-1.708,1013.942,367.500,0.000,-297.500,24.758,-0.04895,0.32611,0.39056,28
131653,4.291,113.953,-2.288,7.320,-1.586,1014.308,735.000,-332.500,-210.000,24.766,-0.04877,0.32617,0.39020,28
131677,4.291,113.953,-2.288,7.320,-1.586,1014.308,297.500,-997.500,-420.000,24.813,-0.04889,0.32623,0.39075,28
131711,4.294,113.953,-2.288,6.954,-1.220,1013.942,262.500,-245.000,-612.500,24.793,-0.04852,0.32593,0.39038,28
131735,4.294,113.953,-2.288,6.954,-1.098,1013.820,385.000,0.000,-490.000,24.793,-0.04877,0.32629,0.39081,28
131764,4.294,113.953,-2.288,7.320,-1.220,1014.064,612.500,-770.000,-455.000,24.770,-0.04871,0.32635,0.39075,28
