General.Time (millis),MAX17048.Voltage (V),MAX17048.State Of Charge (%),MAX17048.Change Rate (%/hr),ISM330.Accel X (milli-g),ISM330.Accel Y (milli-g),ISM330.Accel Z (milli-g),ISM330.Gyro X (milli-dps),ISM330.Gyro Y (milli-dps),ISM330.Gyro Z (milli-dps),ISM330.Temperature (C),MMC5983.X Field (Gauss),MMC5983.Y Field (Gauss),MMC5983.Z Field (Gauss),MMC5983.Temperature (C)
100877,4.293,113.953,-2.288,72.346,-40.992,1038.708,-1855.000,-22645.000,20160.000,24.477,-0.08295,0.30621,0.40289,27
100911,4.293,113.953,-2.288,76.860,-46.360,1037.732,5390.000,-18567.500,27685.000,24.477,-0.08557,0.30585,0.40259,27
100935,4.293,113.953,-2.288,83.448,-48.068,1035.048,9047.500,-28770.000,35210.000,24.469,-0.08875,0.30469,0.40338,27
100964,4.293,113.953,-2.288,112.118,-54.656,1029.314,9730.000,-59342.500,33040.000,24.477,-0.09772,0.30389,0.40295,27
100988,4.293,113.953,-2.288,123.464,-59.780,1023.458,5547.500,-71557.500,41125.000,24.453,-0.10333,0.30359,0.40369,27
101022,4.294,113.953,-2.288,126.758,-64.416,1007.110,14070.000,-20772.500,21805.000,24.508,-0.10529,0.30103,0.40411,27
101046,4.294,113.953,-2.288,129.564,-67.466,998.082,10237.500,4077.500,1610.000,24.523,-0.10437,0.30005,0.40564,27
101075,4.294,113.953,-2.288,144.692,-67.832,998.814,-5932.500,4602.500,-927.500,24.484,-0.10358,0.30182,0.40533,27
101099,4.294,113.953,-2.288,152.378,-67.588,999.790,-6037.500,6492.500,-8820.000,24.453,-0.10321,0.30206,0.40564,27
101128,4.294,113.953,-2.288,138.592,-64.172,1008.330,4672.500,8277.500,-1470.000,24.477,-0.10236,0.30133,0.40607,27
101152,4.294,113.953,-2.288,136.640,-65.148,1002.108,3780.000,13457.500,-11427.500,24.461,-0.10254,0.30090,0.40613,27
101187,4.294,113.953,-2.288,132.736,-63.440,994.300,-4130.000,-18252.500,-5057.500,24.484,-0.10718,0.30316,0.40436,27
101211,4.294,113.953,-2.288,118.096,-60.268,992.714,-507.500,-12337.500,1277.500,24.461,-0.10864,0.30286,0.40466,27
101242,4.294,113.953,-2.288,116.998,-62.098,991.128,-3990.000,-3447.500,-2555.000,24.477,-0.11011,0.30389,0.40405,27
101266,4.293,113.953,-2.288,113.704,-63.928,993.934,-1785.000,-1785.000,-700.000,24.437,-0.11005,0.30457,0.40424,27
101301,4.293,113.953,-2.288,116.632,-69.418,989.786,-4112.500,5057.500,-13912.500,24.453,-0.11108,0.30548,0.40363,27
101325,4.293,113.953,-2.288,123.708,-68.930,994.300,1417.500,-7980.000,-10482.500,24.469,-0.11285,0.30634,0.40265,27
101354,4.293,113.953,-2.288,123.098,-71.858,1005.646,11637.500,7525.000,-7210.000,24.461,-0.11011,0.30627,0.40314,27
101378,4.293,113.953,-2.288,128.344,-69.906,1001.620,-8365.000,30275.000,-9625.000,24.445,-0.10870,0.30646,0.40363,27
101413,4.293,113.953,-2.288,157.380,-78.080,996.496,-12495.000,-2940.000,-14070.000,24.445,-0.11115,0.31012,0.40039,27
101437,4.293,113.953,-2.288,148.596,-73.688,993.324,-16957.500,-18970.000,-3167.500,24.461,-0.11395,0.31506,0.39752,27
101466,4.293,113.953,-2.288,145.790,-71.980,1009.184,6160.000,-19687.500,927.500,24.445,-0.11389,0.31689,0.39600,27
101490,4.293,113.953,-2.288,146.522,-78.690,987.468,-11042.500,15452.500,-8400.000,24.469,-0.11334,0.31842,0.39581,27
101525,4.293,113.953,-2.288,155.550,-83.570,991.616,-7927.500,-5267.500,-13300.000,24.477,-0.11572,0.32062,0.39325,27
101549,4.293,113.953,-2.288,158.844,-83.326,1000.400,-4252.500,2642.500,-19635.000,24.469,-0.11652,0.32178,0.39362,27
101578,4.293,113.953,-2.288,153.232,-79.910,1012.722,-6387.500,-9765.000,-5547.500,24.453,-0.11603,0.32324,0.39081,27
101602,4.293,113.953,-2.288,144.448,-79.300,1009.306,-2782.500,19092.500,-13842.500,24.484,-0.11249,0.32391,0.39172,27
101637,4.293,113.953,-2.288,146.400,-79.788,1011.380,-7577.500,7822.500,-15627.500,24.453,-0.11182,0.32587,0.38947,27
101661,4.293,113.953,-2.288,138.470,-79.788,1012.600,-9975.000,-5285.000,-9415.000,24.469,-0.11237,0.32806,0.38849,27
101690,4.293,113.953,-2.288,118.218,-80.032,1019.798,-3622.500,-4392.500,-4847.500,24.437,-0.11200,0.32928,0.38654,27
101714,4.293,113.953,-2.288,117.120,-85.400,1018.944,-2152.500,3115.000,-10062.500,24.445,-0.11139,0.33099,0.38641,27
101748,4.293,113.953,-2.288,122.976,-103.334,1014.186,-9345.000,10255.000,-12495.000,24.461,-0.11084,0.33264,0.38440,27
101772,4.293,113.953,-2.288,132.492,-111.508,1034.072,210.000,-7000.000,-14805.000,24.453,-0.10980,0.33264,0.38452,27
101801,4.293,113.953,-2.288,114.192,-104.554,1030.412,9712.500,36470.000,-17972.500,24.430,-0.10364,0.33142,0.38593,27
101825,4.293,113.953,-2.288,110.532,-100.162,1028.948,8015.000,17885.000,-16415.000,24.437,-0.10211,0.33075,0.38672,27
101859,4.293,113.953,-2.288,100.406,-97.356,1013.210,-2362.500,-2152.500,-13212.500,24.469,-0.10150,0.33246,0.38562,27
101883,4.293,113.953,-2.288,82.228,-91.988,1007.964,-4987.500,-1067.500,-5652.500,24.437,-0.10114,0.33228,0.38580,27
101912,4.293,113.953,-2.288,71.614,-88.694,1006.012,1557.500,3097.500,-4322.500,24.453,-0.09863,0.33301,0.38513,27
101936,4.293,113.953,-2.288,71.004,-90.280,999.912,-2327.500,11427.500,-9187.500,24.457,-0.09729,0.33368,0.38562,27
101965,4.293,113.953,-2.288,62.830,-89.060,1001.498,-3587.500,-2695.000,-2590.000,24.430,-0.09595,0.33472,0.38544,27
101989,4.293,113.953,-2.288,56.608,-84.668,1004.792,997.500,10290.000,-6265.000,24.461,-0.09503,0.33459,0.38599,27
102023,4.293,113.953,-2.288,64.294,-88.938,1013.942,927.500,-12862.500,-6720.000,24.469,-0.09857,0.33484,0.38501,27
102047,4.293,113.953,-2.288,65.026,-89.792,1011.868,420.000,-22137.500,-5897.500,24.414,-0.10046,0.33472,0.38470,27
102076,4.293,113.953,-2.288,49.776,-84.912,991.128,-2450.000,5600.000,490.000,24.434,-0.09753,0.33545,0.38428,27
102100,4.293,113.953,-2.288,53.314,-83.082,990.030,-3640.000,2082.500,2537.500,24.461,-0.09613,0.33594,0.38489,27
102136,4.293,113.953,-2.288,58.804,-86.132,997.472,2345.000,11882.500,-1557.500,24.469,-0.09247,0.33521,0.38477,27
102160,4.293,113.953,-2.288,66.246,-90.402,994.544,2082.500,19232.500,-6737.500,24.469,-0.08997,0.33514,0.38580,27
102189,4.293,113.953,-2.288,73.200,-96.990,1001.498,7280.000,3447.500,-7262.500,24.465,-0.08966,0.33356,0.38568,27
102213,4.293,113.953,-2.288,70.394,-98.088,1006.622,3010.000,-8155.000,-4427.500,24.477,-0.09106,0.33209,0.38721,27
102248,4.293,113.953,-2.288,60.268,-100.650,1005.646,8662.500,8785.000,-1557.500,24.461,-0.08795,0.32990,0.38788,27
102272,4.293,113.953,-2.288,66.124,-104.676,1006.866,8522.500,12250.000,717.500,24.461,-0.08582,0.32910,0.38910,27
102301,4.293,113.953,-2.288,71.980,-105.652,1004.670,7770.000,262.500,2940.000,24.422,-0.08478,0.32751,0.38940,27
102325,4.293,113.953,-2.288,63.440,-102.114,998.082,9590.000,10937.500,7787.500,24.461,-0.08154,0.32581,0.39166,27
102360,4.293,113.953,-2.288,49.288,-99.064,999.180,-7420.000,-3062.500,3885.000,24.453,-0.08228,0.32678,0.39050,27
102384,4.293,113.953,-2.288,52.826,-98.942,1002.962,-8505.000,-12547.500,3062.500,24.430,-0.08386,0.32794,0.38989,27
102413,4.293,113.953,-2.288,52.826,-96.990,1005.646,-6930.000,-11917.500,1190.000,24.477,-0.08502,0.32794,0.38849,27
102437,4.293,113.953,-2.288,50.020,-94.184,1009.184,4042.500,-595.000,1400.000,24.461,-0.08484,0.32727,0.38940,27
102474,4.293,113.953,-2.288,56.364,-92.232,1008.940,7735.000,-997.500,4025.000,24.430,-0.08441,0.32574,0.39075,27
102498,4.293,113.953,-2.288,60.756,-90.890,999.546,-595.000,1050.000,4585.000,24.453,-0.08356,0.32648,0.39044,27
102527,4.293,113.953,-2.288,60.390,-90.524,995.886,-9590.000,4077.500,665.000,24.453,-0.08368,0.32739,0.38885,27
102551,4.293,113.953,-2.288,62.708,-87.840,1003.328,-4900.000,-7087.500,-1750.000,24.437,-0.08447,0.32861,0.38867,27
102580,4.293,113.953,-2.288,62.098,-86.376,1004.304,-507.500,6825.000,-857.500,24.453,-0.08386,0.32837,0.38824,27
102604,4.293,113.953,-2.288,66.734,-87.108,1014.430,-682.500,-4847.500,4847.500,24.484,-0.08459,0.32880,0.38904,27
102639,4.293,113.953,-2.288,75.396,-90.158,1018.944,332.500,-9117.500,4147.500,24.477,-0.08594,0.32898,0.38800,27
102663,4.293,113.953,-2.288,79.788,-90.280,1026.752,2327.500,-9310.000,2852.500,24.469,-0.08685,0.32886,0.38824,27
102692,4.293,113.953,-2.288,82.960,-92.720,1026.630,5442.500,3255.000,-2520.000,24.484,-0.08636,0.32776,0.38855,27
102716,4.293,113.953,-2.288,86.132,-95.648,1023.458,3762.500,7980.000,-5092.500,24.492,-0.08575,0.32703,0.38995,27
102750,4.293,113.953,-2.288,77.714,-94.672,1034.926,11567.500,-3290.000,-332.500,24.461,-0.08630,0.32501,0.39026,27
102774,4.294,113.953,-2.288,73.200,-95.892,1027.850,11935.000,315.000,-682.500,24.477,-0.08582,0.32330,0.39124,27
102803,4.294,113.953,-2.288,75.152,-97.844,1011.380,5092.500,7262.500,-1172.500,24.469,-0.08496,0.32361,0.39117,27
102827,4.294,113.953,-2.288,79.788,-99.430,1002.840,-2222.500,2800.000,1645.000,24.477,-0.08514,0.32501,0.39172,27
102861,4.294,113.953,-2.288,86.864,-105.164,1008.330,-2817.500,-12530.000,2572.500,24.469,-0.08704,0.32629,0.39050,27
102885,4.294,113.953,-2.288,88.816,-108.824,1006.988,525.000,0.000,-647.500,24.477,-0.08661,0.32654,0.39124,27
102914,4.294,113.953,-2.288,94.306,-119.804,1020.530,5337.500,11235.000,-5215.000,24.492,-0.08612,0.32660,0.39142,27
102938,4.294,113.953,-2.288,94.916,-125.782,1038.342,12057.500,-3955.000,-1522.500,24.484,-0.08722,0.32507,0.39307,27
102972,4.294,113.953,-2.288,104.554,-134.444,1033.706,15102.500,-7945.000,-8312.500,24.453,-0.08942,0.32233,0.39423,27
102996,4.294,113.953,-2.288,100.284,-129.808,1025.166,17132.500,1575.000,-9782.500,24.453,-0.08948,0.32037,0.39630,27
103025,4.294,113.953,-2.288,87.108,-126.636,1024.190,13842.500,3080.000,87.500,24.437,-0.09033,0.31989,0.39746,27
103049,4.294,113.953,-2.288,76.128,-122.854,1027.728,14700.000,770.000,2047.500,24.461,-0.09021,0.31854,0.39972,27
103085,4.294,113.953,-2.288,91.744,-111.508,1002.596,5547.500,14700.000,-11287.500,24.484,-0.08917,0.31885,0.40063,27
103109,4.294,113.953,-2.288,99.064,-103.944,1009.428,6877.500,-857.500,-8522.500,24.492,-0.09027,0.31879,0.40112,27
103138,4.294,113.953,-2.288,88.694,-92.476,1005.768,5302.500,9730.000,17.500,24.461,-0.08630,0.31952,0.40155,27
103162,4.294,113.953,-2.288,71.248,-83.204,1010.160,7490.000,24377.500,5162.500,24.492,-0.08240,0.31958,0.40338,27
103191,4.294,113.953,-2.288,66.978,-79.910,1012.844,4882.500,15767.500,10902.500,24.461,-0.08246,0.32056,0.40308,27
103215,4.294,113.953,-2.288,69.296,-71.370,1023.580,4217.500,-22557.500,15627.500,24.484,-0.08606,0.32153,0.40338,27
103250,4.294,113.953,-2.288,78.568,-68.808,1017.480,3220.000,3360.000,-2397.500,24.477,-0.08698,0.32196,0.40369,27
103274,4.291,113.953,-2.288,89.914,-70.272,1029.802,5617.500,7717.500,-11130.000,24.469,-0.08765,0.32245,0.40430,27
103303,4.291,113.953,-2.288,88.206,-63.440,1039.196,7175.000,11445.000,-13597.500,24.477,-0.08783,0.32208,0.40485,27
103327,4.291,113.953,-2.288,80.764,-52.338,1037.000,10850.000,10237.500,-11025.000,24.484,-0.08685,0.32080,0.40674,27
103362,4.291,113.953,-2.288,67.344,-33.550,1018.212,5600.000,3762.500,-6685.000,24.500,-0.08856,0.32141,0.40631,27
103386,4.291,113.953,-2.288,53.192,-30.988,1016.382,-175.000,-18305.000,-472.500,24.492,-0.09320,0.32172,0.40594,27
103415,4.291,113.953,-2.288,45.872,-22.570,1018.334,7542.500,-14927.500,3360.000,24.500,-0.09570,0.32123,0.40582,27
103439,4.291,113.953,-2.288,49.776,-15.250,1001.864,7350.000,-11550.000,700.000,24.461,-0.09808,0.32135,0.40594,27
103474,4.291,113.953,-2.288,46.116,-15.860,982.466,-8627.500,-2782.500,1557.500,24.508,-0.10022,0.32349,0.40363,27
103498,4.291,113.953,-2.288,62.342,-20.374,993.324,-5617.500,-350.000,-5390.000,24.500,-0.10236,0.32465,0.40326,27
103527,4.293,113.953,-2.288,82.960,-23.668,996.008,-2100.000,-6790.000,-14227.500,24.469,-0.10358,0.32611,0.40125,27
103551,4.293,113.953,-2.288,75.030,-24.400,977.464,-16432.500,19477.500,-15645.000,24.477,-0.10132,0.32855,0.40100,27
103586,4.293,113.953,-2.288,58.926,-17.812,992.348,-14262.500,-6160.000,-13580.000,24.484,-0.10522,0.33209,0.39746,27
103610,4.293,113.953,-2.288,49.532,-10.736,994.056,-16345.000,-25200.000,2170.000,24.500,-0.10925,0.33472,0.39532,27
103639,4.293,113.953,-2.288,44.286,2.684,991.860,-16275.000,-6492.500,8627.500,24.492,-0.10956,0.33765,0.39276,27
103663,4.293,113.953,-2.288,54.290,3.660,1009.794,-997.500,-1120.000,2327.500,24.508,-0.11090,0.33722,0.39368,27
103697,4.293,113.953,-2.288,73.200,-8.296,1030.534,875.000,-12512.500,3132.500,24.484,-0.11389,0.33575,0.39294,27
103721,4.293,113.953,-2.288,76.128,-9.272,1036.634,8907.500,-22960.000,5950.000,24.492,-0.11792,0.33490,0.39380,27
103750,4.293,113.953,-2.288,89.304,-9.638,1052.006,12635.000,-45360.000,11637.500,24.484,-0.12677,0.33240,0.39197,27
103774,4.293,113.953,-2.288,105.530,-14.640,1051.152,14665.000,-47827.500,2170.000,24.484,-0.13324,0.32947,0.39233,27
103803,4.293,113.953,-2.288,132.004,-32.696,1039.074,21070.000,-28420.000,-22067.500,24.469,-0.14172,0.32458,0.39355,27
103827,4.293,113.953,-2.288,130.052,-32.086,1025.532,27702.500,-35857.500,-12215.000,24.477,-0.14282,0.31946,0.39545,27
103861,4.293,113.953,-2.288,120.414,-30.622,955.992,16625.000,40862.500,-27230.000,24.477,-0.13794,0.31567,0.39771,27
103885,4.293,113.953,-2.288,113.826,-21.350,960.872,-1277.500,11847.500,-25287.500,24.469,-0.13959,0.31488,0.39777,27
103914,4.293,113.953,-2.288,90.890,-2.196,983.564,3202.500,-11287.500,-11060.000,24.508,-0.14191,0.31287,0.39740,27
103938,4.293,113.953,-2.288,81.984,13.908,1001.254,13702.500,-4200.000,-752.500,24.508,-0.14307,0.31073,0.39856,27
103974,4.293,113.953,-2.288,108.214,11.590,1003.816,6265.000,-16327.500,1907.500,24.492,-0.14526,0.30927,0.39801,27
103998,4.293,113.953,-2.288,122.244,9.882,994.544,-1627.500,-1382.500,-8767.500,24.492,-0.14716,0.30865,0.39801,27
104027,4.291,113.953,-2.288,120.536,22.814,1005.036,1645.000,-6422.500,-2152.500,24.484,-0.14856,0.30798,0.39648,27
104051,4.291,113.953,-2.288,113.582,36.356,998.082,-1522.500,-1435.000,-3745.000,24.477,-0.14917,0.30884,0.39722,27
104086,4.291,113.953,-2.288,109.312,41.846,990.518,-5897.500,4340.000,-4882.500,24.492,-0.14917,0.30914,0.39514,27
104110,4.291,113.953,-2.288,110.532,48.800,1008.818,3622.500,-315.000,-4620.000,24.477,-0.14984,0.30835,0.39606,27
104139,4.291,113.953,-2.288,111.386,50.020,1017.724,8155.000,-9922.500,1995.000,24.492,-0.15100,0.30646,0.39581,27
104163,4.291,113.953,-2.288,117.608,46.482,1014.918,2800.000,-2852.500,315.000,24.492,-0.15094,0.30615,0.39587,27
104198,4.291,113.953,-2.288,132.004,38.918,1014.552,3867.500,-4760.000,1942.500,24.492,-0.15125,0.30536,0.39557,27
104222,4.291,113.953,-2.288,142.008,39.162,1009.916,2100.000,-1417.500,997.500,24.492,-0.15198,0.30487,0.39624,27
104251,4.293,113.953,-2.288,150.548,38.552,1000.156,-910.000,-7927.500,1120.000,24.492,-0.15344,0.30536,0.39453,27
104275,4.293,113.953,-2.288,150.670,41.236,986.614,-6772.500,-8120.000,1592.500,24.484,-0.15497,0.30609,0.39429,27
104310,4.293,113.953,-2.288,147.132,45.628,974.170,-8487.500,-23642.500,2747.500,24.516,-0.15820,0.30902,0.39014,27
104334,4.293,113.953,-2.288,135.908,40.138,956.602,-18340.000,-9415.000,6282.500,24.500,-0.15845,0.31213,0.38910,27
104363,4.293,113.953,-2.288,137.494,39.772,982.344,-12670.000,-13125.000,437.500,24.516,-0.16095,0.31500,0.38635,27
104387,4.293,113.953,-2.288,135.420,45.750,996.740,-8802.500,-3762.500,-595.000,24.484,-0.16010,0.31482,0.38672,27
104416,4.293,113.953,-2.288,149.816,47.336,1024.068,11025.000,-4672.500,3377.500,24.492,-0.16162,0.31287,0.38654,27
104440,4.293,113.953,-2.288,172.874,38.674,1028.094,9467.500,-10080.000,3255.000,24.516,-0.16467,0.31012,0.38745,27
104475,4.293,113.953,-2.288,195.200,36.356,1026.996,15575.000,-37712.500,3500.000,24.516,-0.17230,0.30798,0.38495,27
104499,4.294,113.953,-2.288,194.224,28.792,990.396,-10045.000,-27177.500,9467.500,24.492,-0.17419,0.31067,0.38324,27
104528,4.294,113.953,-2.288,187.148,21.228,960.872,-17622.500,22610.000,-3290.000,24.492,-0.16907,0.31323,0.38214,27
104552,4.294,113.953,-2.288,192.028,25.254,976.366,-5932.500,26512.500,-9642.500,24.492,-0.16925,0.31433,0.38287,27
104587,4.294,113.953,-2.288,175.314,34.404,971.120,-16187.500,420.000,6282.500,24.492,-0.16779,0.31744,0.38043,27
104611,4.294,113.953,-2.288,164.944,36.722,972.706,-11217.500,6492.500,4847.500,24.516,-0.16669,0.32037,0.37988,27
104640,4.294,113.953,-2.288,172.630,34.404,996.618,-12967.500,-4392.500,9642.500,24.492,-0.16638,0.32227,0.37769,27
104664,4.294,113.953,-2.288,181.536,33.184,1020.896,3500.000,-13510.000,13440.000,24.492,-0.16675,0.32214,0.37854,27
104698,4.294,113.953,-2.288,190.686,23.424,1010.892,7245.000,5110.000,1540.000,24.484,-0.16486,0.32208,0.37817,27
104722,4.294,113.953,-2.288,199.592,16.226,1005.280,3377.500,16957.500,-2345.000,24.492,-0.16418,0.32117,0.38013,27
104751,4.291,113.953,-2.288,212.890,12.200,1013.942,717.500,-2730.000,-3045.000,24.500,-0.16547,0.32104,0.37909,27
104775,4.291,113.953,-2.288,208.376,14.762,1016.016,3202.500,-5617.500,-2030.000,24.508,-0.16541,0.32050,0.37946,27
104809,4.291,113.953,-2.288,197.884,20.496,1007.720,-1225.000,560.000,2327.500,24.500,-0.16534,0.32098,0.37878,27
104833,4.291,113.953,-2.288,200.690,20.252,1007.598,-2555.000,-1190.000,840.000,24.500,-0.16595,0.32159,0.37958,27
104862,4.291,113.953,-2.288,204.960,15.494,1009.672,280.000,-5600.000,-210.000,24.500,-0.16736,0.32135,0.37817,27
104886,4.291,113.953,-2.288,205.448,12.322,1008.330,2240.000,-2607.500,35.000,24.508,-0.16699,0.32080,0.37939,27
104922,4.291,113.953,-2.288,210.816,6.466,999.668,-1715.000,-1015.000,-245.000,24.492,-0.16705,0.32147,0.37775,27
104946,4.291,113.953,-2.288,213.988,2.440,996.252,-3132.500,892.500,-2695.000,24.508,-0.16730,0.32141,0.37811,27
104975,4.291,113.953,-2.288,214.720,-3.904,997.350,-1242.500,2765.000,-2485.000,24.508,-0.16693,0.32135,0.37793,27
104999,4.293,113.953,-2.288,215.696,-7.564,1001.376,2485.000,-2555.000,-1592.500,24.492,-0.16730,0.32166,0.37927,27
105028,4.293,113.953,-2.288,213.744,-7.198,991.616,-3290.000,7140.000,-1872.500,24.508,-0.16547,0.32184,0.37817,27
105052,4.293,113.953,-2.288,208.864,-5.124,989.420,-3902.500,12775.000,-3780.000,24.500,-0.16376,0.32220,0.37903,27
105087,4.293,113.953,-2.288,195.810,-4.026,1005.158,2992.500,2677.500,-2082.500,24.508,-0.16443,0.32037,0.37988,27
105111,4.293,113.953,-2.288,174.094,-2.684,1023.092,22592.500,-7490.000,210.000,24.508,-0.16571,0.31604,0.38220,27
105140,4.293,113.953,-2.288,146.644,1.098,1020.164,30292.500,-577.500,-5880.000,24.484,-0.16644,0.30963,0.38477,27
105164,4.293,113.953,-2.288,124.440,5.368,1028.582,29277.500,-10272.500,-2467.500,24.500,-0.16876,0.30505,0.38733,27
105199,4.293,113.953,-2.288,88.206,6.100,1019.188,34387.500,4865.000,5372.500,24.523,-0.16559,0.29919,0.39142,27
105223,4.293,113.953,-2.288,76.372,3.416,999.668,17377.500,27370.000,18217.500,24.516,-0.16132,0.29974,0.39404,27
105252,4.291,113.953,-2.288,85.278,1.830,990.762,-20370.000,29190.000,26460.000,24.516,-0.15259,0.30542,0.39392,27
105276,4.291,113.953,-2.288,87.474,2.196,1001.864,-11900.000,29925.000,26530.000,24.500,-0.14587,0.30554,0.39648,27
105311,4.291,113.953,-2.288,102.236,3.172,1018.944,25882.500,26477.500,14472.500,24.508,-0.13788,0.30164,0.39990,27
105335,4.291,113.953,-2.288,110.044,11.224,1019.188,14140.000,3272.500,24640.000,24.500,-0.13501,0.30176,0.40045,27
105364,4.291,113.953,-2.288,99.064,20.130,1007.476,-3762.500,20475.000,28000.000,24.539,-0.12714,0.30353,0.40100,27
105388,4.291,113.953,-2.288,101.748,23.668,1009.306,15435.000,33145.000,18322.500,24.500,-0.12195,0.30151,0.40332,27
105423,4.291,113.953,-2.288,123.586,22.692,1017.236,8365.000,105.000,16992.500,24.492,-0.12073,0.30133,0.40326,27
105447,4.291,113.953,-2.288,139.812,26.474,1030.656,-315.000,-22872.500,22942.500,24.500,-0.12292,0.30109,0.40381,27
105476,4.291,113.953,-2.288,128.466,33.672,1023.946,17150.000,-8732.500,26390.000,24.484,-0.11908,0.29767,0.40564,27
105500,4.291,113.953,-2.288,136.152,31.476,1001.376,24605.000,22540.000,8557.500,24.531,-0.11591,0.29474,0.40894,27
105535,4.291,113.953,-2.288,158.356,37.088,996.862,-472.500,3780.000,5757.500,24.516,-0.11420,0.29584,0.40820,27
105559,4.291,113.953,-2.288,167.018,37.576,997.838,-8557.500,5285.000,2957.500,24.508,-0.11438,0.29620,0.40851,27
105588,4.291,113.953,-2.288,172.508,38.186,1006.256,17150.000,8207.500,-23292.500,24.492,-0.11475,0.29187,0.41022,27
105612,4.291,113.953,-2.288,152.988,42.212,1001.132,27037.500,8995.000,-20825.000,24.516,-0.11029,0.28815,0.41339,27
105641,4.291,113.953,-2.288,121.390,48.312,989.542,9940.000,35525.000,9590.000,24.500,-0.10229,0.28711,0.41449,27
105665,4.291,113.953,-2.288,128.222,50.996,1005.280,10395.000,15872.500,8540.000,24.508,-0.10138,0.28522,0.41699,27
105699,4.291,113.953,-2.288,139.690,63.318,1024.678,18200.000,-12530.000,717.500,24.516,-0.10370,0.28192,0.41565,27
105723,4.291,113.953,-2.288,127.002,70.394,1000.034,-6632.500,-3237.500,455.000,24.500,-0.10278,0.28430,0.41504,27
105752,4.293,113.953,-2.288,142.496,74.664,997.472,-19285.000,11025.000,227.500,24.508,-0.10284,0.28668,0.41260,27
105776,4.293,113.953,-2.288,155.184,82.594,1018.700,-4025.000,-21665.000,-2870.000,24.508,-0.10858,0.28656,0.41229,28
105812,4.293,113.953,-2.288,112.240,102.968,1002.230,-4200.000,-13037.500,21682.500,24.500,-0.10529,0.29016,0.41199,27
105836,4.293,113.953,-2.288,107.238,100.772,968.436,-24640.000,43365.000,13230.000,24.516,-0.09924,0.29230,0.41193,28
105865,4.293,113.953,-2.288,148.108,103.090,1025.776,13912.500,-18847.500,5740.000,24.477,-0.10486,0.28906,0.41211,27
105889,4.293,113.953,-2.288,146.278,108.580,1020.042,19337.500,-28805.000,16012.500,24.516,-0.10516,0.28680,0.41370,28
105924,4.293,113.953,-2.288,134.566,103.212,985.028,7052.500,19792.500,13912.500,24.477,-0.09821,0.28571,0.41516,27
105948,4.293,113.953,-2.288,143.472,100.772,981.246,5477.500,26180.000,6895.000,24.508,-0.09460,0.28577,0.41553,28
105977,4.293,113.953,-2.288,163.236,110.776,996.496,-2397.500,2257.500,12495.000,24.508,-0.09241,0.28760,0.41437,28
106001,4.294,113.953,-2.288,171.410,112.240,992.348,-11445.000,-472.500,17745.000,24.516,-0.08936,0.29004,0.41345,28
106036,4.294,113.953,-2.288,163.724,105.286,974.902,-10920.000,37695.000,6772.500,24.508,-0.07843,0.29285,0.41296,27
106060,4.294,113.953,-2.288,155.184,107.360,987.224,-840.000,32777.500,7612.500,24.508,-0.07373,0.29211,0.41394,28
106089,4.294,113.953,-2.288,156.648,110.776,1004.548,3412.500,6475.000,11427.500,24.500,-0.07184,0.29272,0.41370,27
106113,4.294,113.953,-2.288,172.752,107.116,1011.258,-6230.000,-10780.000,8417.500,24.492,-0.07330,0.29401,0.41290,28
106148,4.294,113.953,-2.288,172.996,95.160,992.958,-11515.000,11480.000,-297.500,24.484,-0.06952,0.29633,0.41180,27
106172,4.294,113.953,-2.288,174.704,89.304,993.324,350.000,14560.000,-6755.000,24.500,-0.06842,0.29614,0.41241,28
106201,4.294,113.953,-2.288,158.722,87.962,991.006,-9030.000,8487.500,-1417.500,24.484,-0.06592,0.29944,0.41132,28
106225,4.294,113.953,-2.288,131.150,85.400,992.592,-16380.000,16117.500,-1312.500,24.508,-0.06268,0.30164,0.41040,28
106261,4.293,113.953,-2.288,107.360,77.958,1009.062,-9887.500,5495.000,472.500,24.508,-0.06171,0.30353,0.40961,27
106284,4.293,113.953,-2.288,100.894,75.396,1023.336,822.500,-12022.500,1627.500,24.508,-0.06396,0.30328,0.41003,28
106313,4.293,113.953,-2.288,76.128,74.908,1014.064,-1435.000,-6405.000,5757.500,24.477,-0.06512,0.30444,0.40881,27
106337,4.293,113.953,-2.288,77.592,71.370,1009.916,-13702.500,-9187.500,1505.000,24.508,-0.06665,0.30811,0.40698,28
106366,4.293,113.953,-2.288,67.344,67.832,1004.304,-28577.500,6440.000,11270.000,24.484,-0.06311,0.31464,0.40405,28
106390,4.293,113.953,-2.288,59.780,64.660,992.104,-31465.000,30555.000,6947.500,24.484,-0.05780,0.31934,0.40234,28
106425,4.293,113.953,-2.288,70.272,53.192,1013.942,-10377.500,8522.500,-4392.500,24.492,-0.05719,0.32135,0.40112,27
106449,4.293,113.953,-2.288,64.904,45.750,1033.462,12827.500,-19967.500,-4742.500,24.477,-0.06165,0.31830,0.40253,28
106478,4.293,113.953,-2.288,58.804,41.968,1031.388,13842.500,-23310.000,-4007.500,24.516,-0.06726,0.31580,0.40265,28
106502,4.293,113.953,-2.288,58.804,40.260,1028.216,7507.500,-22277.500,-4795.000,24.516,-0.07080,0.31427,0.40454,28
106537,4.293,113.953,-2.288,60.024,38.308,1019.676,8312.500,-15435.000,-6370.000,24.500,-0.07471,0.31274,0.40417,28
